seed,target_heading_deg,direction,initial_guess_name,success,feasibility_label,failure_reason,actual_heading_change_deg,directed_heading_change_deg,heading_error_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,duration_s,terminal_speed_m_s,terminal_z_w_m,max_alpha_deg,max_beta_deg,max_bank_deg,max_pitch_deg,max_rate_rad_s,min_wall_distance_m,min_floor_margin_m,min_ceiling_margin_m,inside_true_safety_volume,saturation_fraction,saturation_time_s,exit_recoverable,latency_case,feedback_mode,model_status,is_real_flight_claim,trajectory_npz,log_path
1,30.0,left,pitch_brake_yaw_seed,False,solver_failure,solver_failure: unusable dynamics integration,-10.500000000000009,10.500000000000009,19.499999999999993,0.0,0.0,0.0,0.925,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/030_pitch_brake_yaw_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/030_pitch_brake_yaw_seed_s001.csv
1,30.0,left,roll_yaw_redirect_seed,False,solver_failure,solver_failure: unusable dynamics integration,-10.500000000000009,10.500000000000009,19.499999999999993,0.0,0.0,0.0,0.925,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/030_roll_yaw_redirect_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/030_roll_yaw_redirect_seed_s001.csv
1,30.0,left,rudder_pivot_seed,False,solver_failure,solver_failure: unusable dynamics integration,-10.500000000000009,10.500000000000009,19.499999999999993,0.0,0.0,0.0,0.925,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/030_rudder_pivot_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/030_rudder_pivot_seed_s001.csv
1,30.0,left,perch_unload_seed,False,solver_failure,solver_failure: unusable dynamics integration,-10.500000000000009,10.500000000000009,19.499999999999993,0.0,0.0,0.0,0.925,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/030_perch_unload_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/030_perch_unload_seed_s001.csv
1,90.0,left,pitch_brake_yaw_seed,False,solver_failure,solver_failure: unusable dynamics integration,-31.5,31.5,58.5,0.0,0.0,0.0,1.475,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/090_pitch_brake_yaw_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/090_pitch_brake_yaw_seed_s001.csv
1,90.0,left,roll_yaw_redirect_seed,False,solver_failure,solver_failure: unusable dynamics integration,-31.5,31.5,58.5,0.0,0.0,0.0,1.475,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/090_roll_yaw_redirect_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/090_roll_yaw_redirect_seed_s001.csv
1,90.0,left,rudder_pivot_seed,False,solver_failure,solver_failure: unusable dynamics integration,-31.5,31.5,58.5,0.0,0.0,0.0,1.475,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/090_rudder_pivot_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/090_rudder_pivot_seed_s001.csv
1,90.0,left,perch_unload_seed,False,solver_failure,solver_failure: unusable dynamics integration,-31.5,31.5,58.5,0.0,0.0,0.0,1.475,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/090_perch_unload_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/090_perch_unload_seed_s001.csv
1,180.0,left,pitch_brake_yaw_seed,False,solver_failure,solver_failure: unusable dynamics integration,-63.0,63.0,117.0,0.0,0.0,0.0,2.3,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/180_pitch_brake_yaw_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/180_pitch_brake_yaw_seed_s001.csv
1,180.0,left,roll_yaw_redirect_seed,False,solver_failure,solver_failure: unusable dynamics integration,-63.0,63.0,117.0,0.0,0.0,0.0,2.3,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/180_roll_yaw_redirect_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/180_roll_yaw_redirect_seed_s001.csv
1,180.0,left,rudder_pivot_seed,False,solver_failure,solver_failure: unusable dynamics integration,-63.0,63.0,117.0,0.0,0.0,0.0,2.3,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/180_rudder_pivot_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/180_rudder_pivot_seed_s001.csv
1,180.0,left,perch_unload_seed,False,solver_failure,solver_failure: unusable dynamics integration,-63.0,63.0,117.0,0.0,0.0,0.0,2.3,6.5,2.7,3.053834490775539,0.0,0.0,2.754941244379888,0.0,0.25,2.7,0.2999999999999998,True,0.0,0.0,True,none,open_loop,high_incidence_simulation_surrogate,False,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/trajectories/180_perch_unload_seed_s001.npz,03_Control/05_Results/03_primitives/20_aggressive_reversal_rewrite/001/logs/180_perch_unload_seed_s001.csv
